,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
484,2.035056251045514,-1.0527995905419327,-0.4891078143167476,0.8529734990236583,-0.4989238338399163,-0.3906863343054172,-0.8402133792072178,1.204577199809007,-1.3336950527870377,1.5525215758571682,-0.4723131604921377,-0.3834285345723594,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
698,-0.3604871833922119,-1.0527995905419327,-0.4891078143167476,0.6941446479841163,-1.0305535263639085,-0.9674870247169584,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-1.4008036454784714,-1.4205590394924201,-1.7837312496252566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
122,-0.020755569053770736,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.6790866795111877,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.4984342313077486,-0.2289580234035696,0.6300037607061638,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
439,-1.2577270879270694,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.3885175193300632,-0.24648616170253193,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.378429969559262,-1.3974822592512628,-1.7122443242321659,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
331,0.6761297936917496,1.4250237135578045,-0.4891078143167476,1.0190218432922702,-1.6578765635422192,-1.2558873699227289,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.06245103140212773,1.4409617104110872,1.0084639539637035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,-0.7524851999365672,-1.0527995905419327,-0.4891078143167476,1.1489727214155316,0.9506531277755026,-0.6790866795111877,-0.8402133792072178,1.204577199809007,-0.4333608587363822,0.18569337424728552,0.21579446851691686,-0.43704372861717755,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
724,0.6848408607260686,-1.0527995905419327,-0.4891078143167476,0.827705272721913,0.9506531277755026,0.04191418350323865,1.122901992772263,-1.2305519103170177,-1.3336950527870377,-0.13160602969786583,-0.816366974996665,-0.5474279516506266,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
588,2.3225214631780418,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.18611435610612392,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.3857359917321528,-0.03385433591014866,0.6484011312117386,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
562,-1.5539033670939155,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.0270093284137487,1.6281160821349767,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-0.10719838324054651,-0.08630156373096075,0.5564142786838644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
617,-0.8918622724856712,-1.0527995905419327,-0.4891078143167476,1.4810694099527555,0.9506531277755026,0.33031452870900924,0.14134430678252252,1.204577199809007,0.46697333531427326,-0.6726421928351111,-0.6695147370983912,-0.25307002356142905,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
563,0.39737564859354146,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.17285762242520103,-0.24648616170253193,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-0.37364852373294927,-0.3611250375120161,-0.21627528255027936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
59,-0.473731054838359,1.4250237135578045,-0.4891078143167476,2.5098471950952423,-1.1227026730680671,0.04191418350323865,1.122901992772263,-0.012987355254005385,-0.4333608587363822,0.828428064290028,-0.32126514436819886,0.444978777335811,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
88,-1.5190590989566395,1.4250237135578045,3.422595676960559,-0.9121925954839771,-1.8350864610502167,-0.3906863343054172,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.3072410007254138,-1.4226569286052526,-1.7874107237263717,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
794,0.9984392739615529,1.4250237135578045,2.553328234454491,0.7591200870457472,-0.5272774174411958,0.18611435610612392,1.122901992772263,1.204577199809007,-1.3336950527870377,-0.5465360194722946,0.4423664927028251,0.25364612407783255,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
235,1.9392345136680054,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.08586882793647521,0.6187148739147798,1.122901992772263,-0.012987355254005385,-1.3336950527870377,1.0969121753205406,-0.182804462921255,1.0578740347501046,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
300,0.46706418486809353,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.4422166666373571,0.4745147013118945,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.2380860024296756,-1.3869928136871004,-1.6575778518727433,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
171,-0.7524851999365672,1.4250237135578045,-0.4891078143167476,2.2932623982231397,0.9506531277755026,-1.5442877151284995,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-0.13567397077408574,-0.11567201131061551,0.15272340587582192,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
716,-0.9267065406229472,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,1.204577199809007,0.46697333531427326,-0.4834829327908863,0.5724356176984391,-0.12428843002240511,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
862,0.8155068662408537,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.7789154719025522,-1.2558873699227289,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-0.11940220646920618,-0.09888889840795564,0.17795408542632457,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
872,0.7371072629319827,-0.2268584891753536,-0.4891078143167476,0.47755985111201393,0.9506531277755026,1.6281160821349767,1.122901992772263,-1.2305519103170177,-1.3336950527870377,-0.308561466513431,-0.2939925859013766,0.19214634267348232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
21,0.10119936942669533,1.4250237135578045,-0.4891078143167476,0.7735590735038873,0.9506531277755026,0.4745147013118945,1.122901992772263,-0.012987355254005385,0.46697333531427326,-1.4984342313077486,-0.5289561665386148,-0.21995475665139433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
116,-0.8570180043483951,1.4250237135578045,-0.4891078143167476,1.3258503055277489,-1.2857357787754247,0.6187148739147798,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,0.39722631021071975,0.43397493625149514,-0.24571107535919912,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
578,1.8259906422218581,-0.2268584891753536,-0.4891078143167476,0.9071196982416838,0.9506531277755026,0.4745147013118945,0.14134430678252252,-0.012987355254005385,1.3673075293649286,0.10026661164666784,0.12768312577795257,-0.10116030710111101,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
565,1.625636100432521,1.4250237135578045,-0.4891078143167476,1.5568740888579915,-1.4168711029313428,-1.1116871973198437,-0.8402133792072178,1.204577199809007,0.46697333531427326,1.8820248030309792,1.965433988619208,1.9709092509839192,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
683,0.2841317771473944,-0.2268584891753536,1.2494270706953887,-0.9121925954839771,-0.6371475538961543,1.3397157369292063,2.1044596787620033,-1.2305519103170177,-1.3336950527870377,-0.6299288115348023,-0.625459065728909,-0.1647626451346698,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
41,-0.7786184010395242,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.09650142178695505,-1.5442877151284995,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,1.7925300993541415,1.8731268676545787,1.4415906195806658,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
929,-0.604397060353144,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.823286852114073,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,0.535536306802196,0.5766313959241041,-0.12060895592129013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
640,-0.20368797677446984,1.4250237135578045,-0.4891078143167476,1.0298510831358754,-1.8244538671997368,0.9071152191205504,-0.8402133792072178,1.204577199809007,1.3673075293649286,0.15925175725185622,1.8983015370085685,1.4668212991311684,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
457,-0.7176409317992911,1.4250237135578045,-0.4891078143167476,0.4595111180393387,-0.5095564276903961,-0.9674870247169584,-0.8402133792072178,1.204577199809007,-0.4333608587363822,1.2067465843784777,-0.12616145687477792,1.1856043499745244,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
440,-0.8483069373140761,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.33031452870900924,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-0.2027949985317139,-0.18490235203408747,0.3834789959314608,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
532,-0.3169318482206169,-0.2268584891753536,-0.4891078143167476,-0.0711216342973124,0.9506531277755026,0.04191418350323865,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.15804764669329513,1.2437601338048339,1.1572198354802088,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
786,-1.0486614791034132,1.4250237135578045,-0.4891078143167476,0.9071196982416838,-1.2290286115728655,0.33031452870900924,2.1044596787620033,-1.2305519103170177,-1.3336950527870377,0.6860501266223319,-0.3946912633173358,0.2977998132912122,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
761,2.0437673180798335,-0.2268584891753536,1.6840607919484227,0.9468269110015693,-0.8958740042578305,1.0513153917234357,1.122901992772263,-1.2305519103170177,1.3673075293649286,1.0236892359485827,1.0801247830039,0.32092793621250626,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
703,0.5628859222456025,-0.2268584891753536,-0.4891078143167476,1.333069798756819,0.9506531277755026,0.7629150465176651,1.122901992772263,-0.012987355254005385,-0.4333608587363822,-0.5567058721628443,0.4213876015745002,0.4733632918301265,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
881,1.677902502638435,1.4250237135578045,-0.4891078143167476,1.4774596633382204,-0.8108132534539918,0.9071152191205504,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-0.8190880715790271,-0.11986778953628048,-0.5558381781674608,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
87,-0.621819194421782,-1.0527995905419327,-0.4891078143167476,0.40175517220677803,0.9506531277755026,-1.4000875425256143,-0.8402133792072178,1.204577199809007,-0.4333608587363822,0.8772433572046666,0.9290767668799612,0.18846686857236736,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
561,0.5803080563142405,1.4250237135578045,1.6840607919484227,0.48116959772654894,-0.5662635948929553,1.6281160821349767,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,1.922704213793178,0.24306702698373917,1.1340917125589147,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
475,-0.517286390009954,1.4250237135578045,-0.4891078143167476,0.33316998653061225,-1.197130830021426,0.6187148739147798,1.122901992772263,-0.012987355254005385,-0.4333608587363822,-0.36144470050428956,-0.34853770283502117,0.3903123049763886,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
958,-1.4319484286134494,-0.2268584891753536,-0.4891078143167476,0.3656577060614276,0.9506531277755026,0.18611435610612392,1.122901992772263,-0.012987355254005385,1.3673075293649286,0.45417748527779817,-0.5142709427487874,-0.19419843794358954,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
819,1.312037687197037,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.9674870247169584,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,-0.36144470050428956,0.8241823112383371,0.3903123049763886,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
301,-0.8570180043483951,1.4250237135578045,1.6840607919484227,-0.19024327257696877,-1.9803985770067747,1.3397157369292063,1.122901992772263,-0.012987355254005385,0.46697333531427326,1.4345512846467914,3.016476434148282,1.0715406528399603,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
454,-0.6915077306963341,1.4250237135578045,-0.4891078143167476,0.7663395802748172,-0.5627193969427954,1.6281160821349767,-0.8402133792072178,1.204577199809007,1.3673075293649286,-0.5973852829250431,-0.5918928399235892,0.13537731368485137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
368,-1.7019915066773386,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.2006750279715859,-0.9674870247169584,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-0.5933173418488232,0.3458635935125308,-0.08907060648316183,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
526,0.9635950058242768,1.4250237135578045,1.6840607919484227,1.1922896807899523,0.9506531277755026,-0.823286852114073,1.122901992772263,1.204577199809007,-1.3336950527870377,-0.04007735548291834,1.487115270893402,1.0547201998062918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
756,-0.9876840098631803,-1.0527995905419327,-0.4891078143167476,1.2139481604771625,-0.08070847572104237,1.4839159095320915,-0.8402133792072178,1.204577199809007,1.3673075293649286,-0.4122939639570382,-0.40098493065583324,0.2851844735159609,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
945,1.7998574411189012,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.3920617172802232,1.0513153917234357,1.122901992772263,-1.2305519103170177,0.46697333531427326,1.5769292223144875,0.06474645239297806,0.42395321104372546,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
979,0.20573217383852338,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.0128325366131088,0.7629150465176651,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,0.5192645424973165,0.5598482830214442,-0.13532685232575,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
661,1.085549944304743,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.24648616170253193,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,0.9219907090430854,-0.27301369477305176,0.22894108368463204,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
467,1.7911463740845823,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.6281160821349767,1.122901992772263,-1.2305519103170177,-1.3336950527870377,-0.7845105724311581,-0.7848986383041777,-0.2998519085613194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,-1.6235919033684676,-0.2268584891753536,-0.4891078143167476,0.6363887021515557,-2.2462134232687707,-0.5348865069083025,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-1.2380860024296756,-1.3869928136871004,-1.6912187579400801,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
522,0.12733257052965233,-0.2268584891753536,-0.4891078143167476,0.29707252038526183,-0.8037248575536718,1.195515564326321,2.1044596787620033,-1.2305519103170177,0.46697333531427326,-0.6156910177680327,-0.6107738419390816,0.09280054194337813,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
738,0.16217683866692836,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.8710646186067109,-0.10228598909964663,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,0.3728186637534004,1.3738292588004477,-0.26778791996588897,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
140,0.0489329672207813,1.4250237135578045,-0.4891078143167476,1.8312148315626546,0.9506531277755026,-1.4000875425256143,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,0.425701897744259,-0.5289561665386148,0.028672564752517223,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
774,-1.1793274846181983,-0.2268584891753536,-0.4891078143167476,1.513557129483571,-1.1546004546195068,0.33031452870900924,2.1044596787620033,-0.012987355254005385,-1.3336950527870377,-0.7824766018930481,-0.7828007491913452,-0.6651711228863058,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
557,-1.2403049538584314,-1.0527995905419327,2.118694513201457,-0.9121925954839771,-0.34297912403287856,-0.9674870247169584,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-1.3235127650302934,-1.340839253204786,-1.7795261363668395,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
489,-1.6235919033684676,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.823286852114073,1.122901992772263,-1.2305519103170177,0.46697333531427326,0.8609715928997871,0.9122936539773013,0.7834903946383882,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
994,-0.5608417251815491,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.959133389305815,-0.823286852114073,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.3885998222498115,-1.2946856927224712,-1.7048853760299358,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
679,-0.499864255941316,-1.0527995905419327,-0.4891078143167476,1.1634117078736719,-2.366716153574209,-1.1116871973198437,1.122901992772263,1.204577199809007,0.46697333531427326,-0.6726421928351111,-0.6695147370983912,-0.6798890192907656,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
55,-1.5974587022655107,-0.2268584891753536,-0.4891078143167476,1.6687762339085777,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,1.7111712778297437,0.13397679311645003,0.9427590593009363,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
639,0.7371072629319827,-1.0527995905419327,1.6840607919484227,0.7230226209003967,0.9506531277755026,1.195515564326321,0.14134430678252252,-0.012987355254005385,-0.4333608587363822,-0.4428035220286874,-0.4324532673483205,-0.32350567063991564,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
32,-0.43888678670108294,-0.2268584891753536,-0.4891078143167476,2.0153119089039415,0.9506531277755026,0.6187148739147798,1.122901992772263,1.204577199809007,1.3673075293649286,-0.8251899831933569,-0.8268564205608274,-0.7424400790097201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
275,0.32768711231898945,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.7323047204955782,-0.24648616170253193,1.122901992772263,-1.2305519103170177,-0.4333608587363822,-0.6502685169159017,-0.6464379568572338,-0.42600530631383265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2.348654664280999,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.1581446525696668,1.6281160821349767,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,0.5151966014210966,0.5556525047957792,0.38137643930225223,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
42,-1.4667926967507254,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.4381362906323025,0.7629150465176651,1.122901992772263,-0.012987355254005385,-1.3336950527870377,-0.33093514243264044,-0.31706936614253395,0.15167212756121765,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
214,-0.5521306581472301,1.4250237135578045,1.6840607919484227,-0.9121925954839771,0.9506531277755026,-0.10228598909964663,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-0.11940220646920618,1.323479920092468,1.2471041313788744,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
324,-0.9441286746915852,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.1116871973198437,0.14134430678252252,1.204577199809007,0.46697333531427326,0.5518080711070755,-0.4639216040408078,-0.10589105951683025,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
241,-0.24724331194606486,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.6897743450936589,1.195515564326321,-0.8402133792072178,1.204577199809007,-1.3336950527870377,0.000602055279280551,0.02488655924916088,1.138822464974634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
